rank,title,author,weeks_on_list
1,THE PERFECT HORSE,Elizabeth Letts,0
2,THE TRAINABLE CAT,John Bradshaw and Sarah Ellis,0
3,H IS FOR HAWK,Helen Macdonald,0
4,THE SOUL OF AN OCTOPUS,Sy Montgomery,0
5,DOG MEDICINE,Julie Barton,0
1,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,0
2,BETWEEN BREATHS,Elizabeth Vargas,0
3,IN SUCH GOOD COMPANY,Carol Burnett,0
4,GOOD VIBRATIONS,Mike Love,0
5,IT'S NOT OKAY,Andi Dorfman,0
1,WONDER,RJ Palacio,59
2,DOG MAN,Dav Pilkey,4
3,GRAVITY FALLS: JOURNAL 3,Rob Renzetti and Alex Hirsch,9
4,THE HIDDEN ORACLE,Rick Riordan,21
5,PAX,Sara Pennypacker,31
1,THE GIRL ON THE TRAIN,Paula Hawkins,83
2,HOME,Harlan Coben,1
3,THE KEPT WOMAN,Karin Slaughter,1
4,MAGIC BINDS,Ilona Andrews,1
5,COMMONWEALTH,Ann Patchett,2
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,2
2,LOVE WARRIOR,Glennon Doyle Melton,3
3,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,6
4,HILLBILLY ELEGY,JD Vance,9
5,HERO OF THE EMPIRE,Candice Millard,1
1,JUST MERCY,Bryan Stevenson,0
2,AMERICAN HEIRESS,Jeffrey Toobin,0
3,THE DEVIL IN THE WHITE CITY,Erik Larson,0
4,THE SNOWDEN FILES,Luke Harding,0
5,BLOOD IN THE WATER,Heather Ann Thompson,0
1,HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter,0
2,SAPIENS,Yuval Noah Harari,0
3,THE KINGDOM OF SPEECH,Tom Wolfe,0
4,SPQR,Mary Beard,0
5,M TRAIN,Patti Smith,0
1,HOME,Harlan Coben,1
2,THE GIRL ON THE TRAIN,Paula Hawkins,55
3,MAGIC BINDS,Ilona Andrews,1
4,THE KEPT WOMAN,Karin Slaughter,1
5,IMMORTAL NIGHTS,Lynsay Sands,1
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,2
2,LOVE WARRIOR,Glennon Doyle Melton,3
3,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,6
4,HILLBILLY ELEGY,JD Vance,9
5,HERO OF THE EMPIRE,Candice Millard,1
1,GRIT,Angela Duckworth,0
2,I AM MALALA,Malala Yousafzai with Christina Lamb,0
3,"THINKING, FAST AND SLOW",Daniel Kahneman,0
4,HOW TO RAISE AN ADULT,Julie Lythcott-Haims,0
5,WEAPONS OF MATH DESTRUCTION,Cathy O'Neil,0
1,THE PIGEON TUNNEL,John le Carré,0
2,THE SNOWDEN FILES,Luke Harding,0
3,AVENUE OF SPIES,Alex Kershaw,0
4,RED NOTICE,Bill Browder,0
5,100 DEADLY SKILLS,Clint Emerson,0
1,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,0
2,ATLAS OBSCURA,"Joshua Foer, Dylan Thuras and Ella Morton",0
3,INTO THE WILD,Jon Krakauer,0
4,THE 37TH PARALLEL,Ben Mezrich,0
5,DEAD WAKE,Erik Larson,0
1,LOVE WARRIOR,Glennon Doyle Melton,0
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,0
3,"CARRY ON, WARRIOR",Glennon Doyle Melton,0
4,THE GLASS CASTLE,Jeannette Walls,0
5,GO THE -- TO SLEEP,Adam Mansbach,0
1,PRIMATES OF PARK AVENUE,Wednesday Martin,0
2,VERN YIP'S DESIGN WISE,Vern Yip,0
3,BEAUTIFUL,written  Mark D Sikes Photographs  Amy Neunsinger,0
4,"SHOPPING, SEDUCTION AND MR. SELFRIDGE",Lindy Woodhead,0
5,PEACOCK AND VINE,A S Byatt,0
1,THE WHOLE30,Melissa Hartwig and Dallas Hartwig,0
2,THUG KITCHEN,the staff of Thug Kitchen,0
3,OH SHE GLOWS EVERY DAY,Angela Liddon,0
4,"EAT FAT, GET THIN",Mark Hyman,0
5,THE SEASONED LIFE,Ayesha Curry,0
1,PLAYER'S HANDBOOK,Wizards RPG Team,0
2,STRESS RELIEF COLORING BOOK,the Adult Coloring Book Designs staff,0
3,MONSTER MANUAL,Wizards RPG Team,0
4,HARRY POTTER COLORING BOOK,various illustrators,0
5,MINECRAFT: COMBAT HANDBOOK,"Stephanie Milton with Paul Soares, Jr",0
1,HOME,Harlan Coben,1
2,COMMONWEALTH,Ann Patchett,2
3,THE UNDERGROUND RAILROAD,Colson Whitehead,8
4,THE WOMAN IN CABIN 10,Ruth Ware,10
5,RAZOR GIRL,Carl Hiaasen,3
1,HAUNTED MANSION,Joshua Williamson and Jorge Coelho,1
2,"ANGEL CATBIRD, VOL. 1",Margaret Atwood and Johnnie Christmas,3
3,SNOW WHITE,Matt Phelan,2
4,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,223
5,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH,Judd Winick,20
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,2
2,LOVE WARRIOR,Glennon Doyle Melton,3
3,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,6
4,HILLBILLY ELEGY,JD Vance,9
5,HERO OF THE EMPIRE,Candice Millard,1
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,0
2,HILLBILLY ELEGY,JD Vance,0
3,YUGE!,G B Trudeau,0
4,SCORCHED EARTH,Michael Savage,0
5,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
1,WHEN BREATH BECOMES AIR,Paul Kalanithi,0
2,BETWEEN BREATHS,Elizabeth Vargas,0
3,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,0
4,BEING MORTAL,Atul Gawande,0
5,"EAT FAT, GET THIN",Mark Hyman,0
1,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,0
2,YUGE!,G B Trudeau,0
3,IN SUCH GOOD COMPANY,Carol Burnett,0
4,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
5,I'M JUDGING YOU,Luvvie Ajayi,0
1,"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata,55
2,"TOKYO GHOUL, VOL. 1",Sui Ishida,64
3,"GOODNIGHT PUNPUN, VOL. 3",Inio Asano,1
4,"ONE-PUNCH MAN, VOL. 8",ONE and Yusuke Murata,3
5,"HAIKYU!!, VOL. 3",Haruichi Furudate,3
1,THE GIRL ON THE TRAIN,Paula Hawkins,5
2,INFERNO,Dan Brown,18
3,BLUE,Danielle Steel,1
4,THE GUILTY,David Baldacci,4
5,ROGUE LAWYER,John Grisham,9
1,GHOSTS,Raina Telgemeier,2
2,"THE WALKING DEAD, VOL. 26",Robert Kirkman and Charlie Adlard,1
3,SMILE,Raina Telgemeier,224
4,"BLACK PANTHER: A NATION UNDER OUR FEET, BOOK 1",Ta-Nehisi Coates and Brian Stelfreeze,2
5,DRAMA,Raina Telgemeier,163
1,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,6
2,ALEXANDER HAMILTON,Ron Chernow,50
3,THE BOYS IN THE BOAT,Daniel James Brown,122
4,THE NEW JIM CROW,Michelle Alexander,129
5,THE WITCHES,Stacy Schiff,1
1,"ADA TWIST, SCIENTIST",Andrea Beaty,3
2,THE DAY THE CRAYONS QUIT,Drew Daywalt,170
3,THIS IS ME,Jamie Lee Curtis,1
4,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,53
5,DRAGONS LOVE TACOS,Adam Rubin,136
1,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
2,JUST MERCY,Bryan Stevenson,0
3,THE NEW JIM CROW,Michelle Alexander,0
4,HIDDEN FIGURES,Margot Lee Shetterly,0
5,MARCH: BOOK ONE,John Lewis and Andrew Aydin,0
1,LOVE WARRIOR,Glennon Doyle Melton,0
2,UNINVITED,Lysa TerKeurst,0
3,THE FIVE LOVE LANGUAGES,Gary Chapman,0
4,DARING GREATLY,Brené Brown,0
5,IT'S NOT OKAY,Andi Dorfman,0
1,UNINVITED,Lysa TerKeurst,0
2,PRESENT OVER PERFECT,Shauna Niequist,0
3,"CARRY ON, WARRIOR",Glennon Doyle Melton,0
4,THE BOOK OF MYSTERIES,Jonathan Cahn,0
5,UNHOLY ALLIANCE,Jay Sekulow,0
1,HARRY POTTER,JK Rowling,392
2,MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs,53
3,THRONE OF GLASS,Sarah J Maas,9
4,DIARY OF A WIMPY KID,Jeff Kinney,393
5,MICHAEL VEY,Richard Paul Evans,8
1,THE GIRL ON THE TRAIN,Paula Hawkins,11
2,A MAN CALLED OVE,Fredrik Backman,39
3,THE LIGHT BETWEEN OCEANS,M L Stedman,68
4,MILK AND HONEY,Rupi Kaur,24
5,THE LAST MILE,David Baldacci,2
1,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,0
2,ATLAS OBSCURA,"Joshua Foer, Dylan Thuras and Ella Morton",0
3,BEST. STATE. EVER,Dave Barry,0
4,HOW TO READ WATER,Tristan Gooley,0
5,THE WRIGHT BROTHERS,David McCullough,0
1,STALKING JACK THE RIPPER,Kerri Maniscalco,1
2,THREE DARK CROWNS,Kendare Blake,1
3,A TORCH AGAINST THE NIGHT,Sabaa Tahir,4
4,THE THOUSANDTH FLOOR,Katharine McGee,3
5,GLASS SWORD,Victoria Aveyard,33
1,THE PERFECT HORSE,Elizabeth Letts,0
2,THE TRAINABLE CAT,John Bradshaw and Sarah Ellis,0
3,H IS FOR HAWK,Helen Macdonald,0
4,THE SOUL OF AN OCTOPUS,Sy Montgomery,0
5,DOG MEDICINE,Julie Barton,0
1,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,0
2,BETWEEN BREATHS,Elizabeth Vargas,0
3,IN SUCH GOOD COMPANY,Carol Burnett,0
4,GOOD VIBRATIONS,Mike Love,0
5,IT'S NOT OKAY,Andi Dorfman,0
1,WONDER,RJ Palacio,60
2,DOG MAN,Dav Pilkey,5
3,GRAVITY FALLS: JOURNAL 3,Rob Renzetti and Alex Hirsch,10
4,THE SECRET KEEPERS,Trenton Lee Stewart,1
5,THE HIDDEN ORACLE,Rick Riordan,22
1,THE GIRL ON THE TRAIN,Paula Hawkins,84
2,HOME,Harlan Coben,2
3,POSSESSION,Helen Hardt,1
4,WOMAN OF GOD,James Patterson and Maxine Paetro,1
5,A MAN CALLED OVE,Fredrik Backman,19
1,BORN TO RUN,Bruce Springsteen,1
2,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,3
3,HILLBILLY ELEGY,JD Vance,10
4,LOVE WARRIOR,Glennon Doyle Melton,4
5,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,7
1,JUST MERCY,Bryan Stevenson,0
2,AMERICAN HEIRESS,Jeffrey Toobin,0
3,THE DEVIL IN THE WHITE CITY,Erik Larson,0
4,THE SNOWDEN FILES,Luke Harding,0
5,BLOOD IN THE WATER,Heather Ann Thompson,0
1,HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter,0
2,SAPIENS,Yuval Noah Harari,0
3,THE KINGDOM OF SPEECH,Tom Wolfe,0
4,SPQR,Mary Beard,0
5,M TRAIN,Patti Smith,0
1,THE GIRL ON THE TRAIN,Paula Hawkins,56
2,POSSESSION,Helen Hardt,1
3,HOME,Harlan Coben,2
4,THE GOAL,Elle Kennedy,1
5,WOMAN OF GOD,James Patterson and Maxine Paetro,1
1,BORN TO RUN,Bruce Springsteen,1
2,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,3
3,HILLBILLY ELEGY,JD Vance,10
4,LOVE WARRIOR,Glennon Doyle Melton,4
5,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,7
1,GRIT,Angela Duckworth,0
2,I AM MALALA,Malala Yousafzai with Christina Lamb,0
3,"THINKING, FAST AND SLOW",Daniel Kahneman,0
4,HOW TO RAISE AN ADULT,Julie Lythcott-Haims,0
5,WEAPONS OF MATH DESTRUCTION,Cathy O'Neil,0
1,THE PIGEON TUNNEL,John le Carré,0
2,THE SNOWDEN FILES,Luke Harding,0
3,AVENUE OF SPIES,Alex Kershaw,0
4,RED NOTICE,Bill Browder,0
5,100 DEADLY SKILLS,Clint Emerson,0
1,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,0
2,ATLAS OBSCURA,"Joshua Foer, Dylan Thuras and Ella Morton",0
3,INTO THE WILD,Jon Krakauer,0
4,THE 37TH PARALLEL,Ben Mezrich,0
5,DEAD WAKE,Erik Larson,0
1,LOVE WARRIOR,Glennon Doyle Melton,0
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,0
3,"CARRY ON, WARRIOR",Glennon Doyle Melton,0
4,THE GLASS CASTLE,Jeannette Walls,0
5,GO THE -- TO SLEEP,Adam Mansbach,0
1,PRIMATES OF PARK AVENUE,Wednesday Martin,0
2,VERN YIP'S DESIGN WISE,Vern Yip,0
3,BEAUTIFUL,written  Mark D Sikes Photographs  Amy Neunsinger,0
4,"SHOPPING, SEDUCTION AND MR. SELFRIDGE",Lindy Woodhead,0
5,PEACOCK AND VINE,A S Byatt,0
1,THE WHOLE30,Melissa Hartwig and Dallas Hartwig,0
2,THUG KITCHEN,the staff of Thug Kitchen,0
3,OH SHE GLOWS EVERY DAY,Angela Liddon,0
4,"EAT FAT, GET THIN",Mark Hyman,0
5,THE SEASONED LIFE,Ayesha Curry,0
1,PLAYER'S HANDBOOK,Wizards RPG Team,0
2,STRESS RELIEF COLORING BOOK,the Adult Coloring Book Designs staff,0
3,MONSTER MANUAL,Wizards RPG Team,0
4,HARRY POTTER COLORING BOOK,various illustrators,0
5,MINECRAFT: COMBAT HANDBOOK,"Stephanie Milton with Paul Soares, Jr",0
1,WOMAN OF GOD,James Patterson and Maxine Paetro,1
2,HOME,Harlan Coben,2
3,COMMONWEALTH,Ann Patchett,3
4,THE UNDERGROUND RAILROAD,Colson Whitehead,9
5,THE WOMAN IN CABIN 10,Ruth Ware,11
1,"JUSTICE LEAGUE, VOL. 8",Geoff Johns and Jason Fabok,1
2,"ANGEL CATBIRD, VOL. 1",Margaret Atwood and Johnnie Christmas,4
3,FIGHT CLUB 2,Chuck Palahniuk and Cameron Stewart,14
4,SNOW WHITE,Matt Phelan,3
5,HILO BOOK 2: SAVING THE WHOLE WIDE WORLD,Judd Winick,16
1,BORN TO RUN,Bruce Springsteen,1
2,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,3
3,LOVE WARRIOR,Glennon Doyle Melton,4
4,HILLBILLY ELEGY,JD Vance,10
5,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,7
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,0
2,HILLBILLY ELEGY,JD Vance,0
3,YUGE!,G B Trudeau,0
4,SCORCHED EARTH,Michael Savage,0
5,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
1,WHEN BREATH BECOMES AIR,Paul Kalanithi,0
2,BETWEEN BREATHS,Elizabeth Vargas,0
3,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,0
4,BEING MORTAL,Atul Gawande,0
5,"EAT FAT, GET THIN",Mark Hyman,0
1,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,0
2,YUGE!,G B Trudeau,0
3,IN SUCH GOOD COMPANY,Carol Burnett,0
4,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
5,I'M JUDGING YOU,Luvvie Ajayi,0
1,"FAIRY TAIL, VOL. 56",Hiro Mashima,1
2,"ONE-PUNCH MAN, VOL. 1",ONE and Yusuke Murata,56
3,"AKAME GA KILL! ZERO, VOL. 3",Takahiro and Kei Toru,1
4,"ONE-PUNCH MAN, VOL. 8",ONE and Yusuke Murata,4
5,"ASSASSINATION CLASSROOM, VOL. 1",Yusei Matsui,20
1,THE GIRL ON THE TRAIN,Paula Hawkins,6
2,INFERNO,Dan Brown,19
3,BLUE,Danielle Steel,2
4,CROSS JUSTICE,James Patterson,1
5,SNOWFALL ON HAVEN POINT,RaeAnne Thayne,1
1,GHOSTS,Raina Telgemeier,3
2,DRAMA,Raina Telgemeier,164
3,"THE WALKING DEAD, VOL. 26",Robert Kirkman and Charlie Adlard,2
4,"BLACK PANTHER: A NATION UNDER OUR FEET, BOOK 1",Ta-Nehisi Coates and Brian Stelfreeze,3
5,"AVATAR, THE LAST AIRBENDER: NORTH AND SOUTH PART ONE",Gene Luen Yang and Gurihiru,1
1,ALEXANDER HAMILTON,Ron Chernow,51
2,THE WITCHES,Stacy Schiff,2
3,THE BOYS IN THE BOAT,Daniel James Brown,123
4,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,7
5,THE NEW JIM CROW,Michelle Alexander,130
1,"ADA TWIST, SCIENTIST",Andrea Beaty,4
2,THE DAY THE CRAYONS QUIT,Drew Daywalt,171
3,PETE THE CAT: FIVE LITTLE PUMPKINS,James Dean,11
4,DRAGONS LOVE TACOS,Adam Rubin,137
5,THE BOOK WITH NO PICTURES,BJ Novak,104
1,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
2,JUST MERCY,Bryan Stevenson,0
3,THE NEW JIM CROW,Michelle Alexander,0
4,HIDDEN FIGURES,Margot Lee Shetterly,0
5,MARCH: BOOK ONE,John Lewis and Andrew Aydin,0
1,LOVE WARRIOR,Glennon Doyle Melton,0
2,UNINVITED,Lysa TerKeurst,0
3,THE FIVE LOVE LANGUAGES,Gary Chapman,0
4,DARING GREATLY,Brené Brown,0
5,IT'S NOT OKAY,Andi Dorfman,0
1,UNINVITED,Lysa TerKeurst,0
2,PRESENT OVER PERFECT,Shauna Niequist,0
3,"CARRY ON, WARRIOR",Glennon Doyle Melton,0
4,THE BOOK OF MYSTERIES,Jonathan Cahn,0
5,UNHOLY ALLIANCE,Jay Sekulow,0
1,MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs,54
2,HARRY POTTER,JK Rowling,393
3,THE MAZE RUNNER,James Dashner,178
4,DIARY OF A WIMPY KID,Jeff Kinney,394
5,THRONE OF GLASS,Sarah J Maas,10
1,THE GIRL ON THE TRAIN,Paula Hawkins,12
2,A MAN CALLED OVE,Fredrik Backman,40
3,MILK AND HONEY,Rupi Kaur,25
4,THE LIGHT BETWEEN OCEANS,M L Stedman,69
5,THE LAST MILE,David Baldacci,3
1,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,0
2,ATLAS OBSCURA,"Joshua Foer, Dylan Thuras and Ella Morton",0
3,BEST. STATE. EVER,Dave Barry,0
4,HOW TO READ WATER,Tristan Gooley,0
5,THE WRIGHT BROTHERS,David McCullough,0
1,CROOKED KINGDOM,Leigh Bardugo,1
2,STALKING JACK THE RIPPER,Kerri Maniscalco,2
3,THREE DARK CROWNS,Kendare Blake,2
4,THE THOUSANDTH FLOOR,Katharine McGee,4
5,SIX OF CROWS,Leigh Bardugo,42
1,THE PERFECT HORSE,Elizabeth Letts,0
2,THE TRAINABLE CAT,John Bradshaw and Sarah Ellis,0
3,H IS FOR HAWK,Helen Macdonald,0
4,THE SOUL OF AN OCTOPUS,Sy Montgomery,0
5,DOG MEDICINE,Julie Barton,0
1,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,0
2,BETWEEN BREATHS,Elizabeth Vargas,0
3,IN SUCH GOOD COMPANY,Carol Burnett,0
4,GOOD VIBRATIONS,Mike Love,0
5,IT'S NOT OKAY,Andi Dorfman,0
1,THE HAMMER OF THOR,Rick Riordan,1
2,WONDER,RJ Palacio,61
3,DOG MAN,Dav Pilkey,6
4,GRAVITY FALLS: JOURNAL 3,Rob Renzetti and Alex Hirsch,11
5,THE SWORD OF SUMMER,Rick Riordan,40
1,THE GIRL ON THE TRAIN,Paula Hawkins,85
2,TWO BY TWO,Nicholas Sparks,1
3,MISSING,James Patterson and Kathryn Fox,1
4,THE TRESPASSER,Tana French,1
5,HOME,Harlan Coben,3
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,4
2,BORN TO RUN,Bruce Springsteen,2
3,HILLBILLY ELEGY,JD Vance,11
4,LOVE WARRIOR,Glennon Doyle Melton,5
5,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,8
1,JUST MERCY,Bryan Stevenson,0
2,AMERICAN HEIRESS,Jeffrey Toobin,0
3,THE DEVIL IN THE WHITE CITY,Erik Larson,0
4,THE SNOWDEN FILES,Luke Harding,0
5,BLOOD IN THE WATER,Heather Ann Thompson,0
1,HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter,0
2,SAPIENS,Yuval Noah Harari,0
3,THE KINGDOM OF SPEECH,Tom Wolfe,0
4,SPQR,Mary Beard,0
5,M TRAIN,Patti Smith,0
1,THE GIRL ON THE TRAIN,Paula Hawkins,57
2,TWO BY TWO,Nicholas Sparks,1
3,MISSING,James Patterson and Kathryn Fox,1
4,THE TRESPASSER,Tana French,1
5,HOME,Harlan Coben,3
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,4
2,BORN TO RUN,Bruce Springsteen,2
3,GUILTY AS SIN,Edward Klein,1
4,HILLBILLY ELEGY,JD Vance,11
5,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,8
1,GRIT,Angela Duckworth,0
2,I AM MALALA,Malala Yousafzai with Christina Lamb,0
3,"THINKING, FAST AND SLOW",Daniel Kahneman,0
4,HOW TO RAISE AN ADULT,Julie Lythcott-Haims,0
5,WEAPONS OF MATH DESTRUCTION,Cathy O'Neil,0
1,THE PIGEON TUNNEL,John le Carré,0
2,THE SNOWDEN FILES,Luke Harding,0
3,AVENUE OF SPIES,Alex Kershaw,0
4,RED NOTICE,Bill Browder,0
5,100 DEADLY SKILLS,Clint Emerson,0
1,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,0
2,ATLAS OBSCURA,"Joshua Foer, Dylan Thuras and Ella Morton",0
3,INTO THE WILD,Jon Krakauer,0
4,THE 37TH PARALLEL,Ben Mezrich,0
5,DEAD WAKE,Erik Larson,0
1,LOVE WARRIOR,Glennon Doyle Melton,0
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,0
3,"CARRY ON, WARRIOR",Glennon Doyle Melton,0
4,THE GLASS CASTLE,Jeannette Walls,0
5,GO THE -- TO SLEEP,Adam Mansbach,0
1,PRIMATES OF PARK AVENUE,Wednesday Martin,0
2,VERN YIP'S DESIGN WISE,Vern Yip,0
3,BEAUTIFUL,written  Mark D Sikes Photographs  Amy Neunsinger,0
4,"SHOPPING, SEDUCTION AND MR. SELFRIDGE",Lindy Woodhead,0
5,PEACOCK AND VINE,A S Byatt,0
1,THE WHOLE30,Melissa Hartwig and Dallas Hartwig,0
2,THUG KITCHEN,the staff of Thug Kitchen,0
3,OH SHE GLOWS EVERY DAY,Angela Liddon,0
4,"EAT FAT, GET THIN",Mark Hyman,0
5,THE SEASONED LIFE,Ayesha Curry,0
1,PLAYER'S HANDBOOK,Wizards RPG Team,0
2,STRESS RELIEF COLORING BOOK,the Adult Coloring Book Designs staff,0
3,MONSTER MANUAL,Wizards RPG Team,0
4,HARRY POTTER COLORING BOOK,various illustrators,0
5,MINECRAFT: COMBAT HANDBOOK,"Stephanie Milton with Paul Soares, Jr",0
1,TWO BY TWO,Nicholas Sparks,1
2,THE TRESPASSER,Tana French,1
3,COMMONWEALTH,Ann Patchett,4
4,WOMAN OF GOD,James Patterson and Maxine Paetro,2
5,HOME,Harlan Coben,3
1,THE BEST AMERICAN COMICS 2016,edited  Roz Chast and Bill Kartalopoulos,1
2,BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland,225
3,"ANGEL CATBIRD, VOL. 1",Margaret Atwood and Johnnie Christmas,5
4,FIGHT CLUB 2,Chuck Palahniuk and Cameron Stewart,15
5,MOONCOP,Tom Gauld,3
1,BORN TO RUN,Bruce Springsteen,2
2,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,4
3,HILLBILLY ELEGY,JD Vance,11
4,LOVE WARRIOR,Glennon Doyle Melton,5
5,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,8
1,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard,0
2,HILLBILLY ELEGY,JD Vance,0
3,YUGE!,G B Trudeau,0
4,SCORCHED EARTH,Michael Savage,0
5,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
1,WHEN BREATH BECOMES AIR,Paul Kalanithi,0
2,BETWEEN BREATHS,Elizabeth Vargas,0
3,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,0
4,BEING MORTAL,Atul Gawande,0
5,"EAT FAT, GET THIN",Mark Hyman,0
1,THE GIRL WITH THE LOWER BACK TATTOO,Amy Schumer,0
2,YUGE!,G B Trudeau,0
3,IN SUCH GOOD COMPANY,Carol Burnett,0
4,MODERN ROMANCE,Aziz Ansari with Eric Klinenberg,0
5,I'M JUDGING YOU,Luvvie Ajayi,0
1,"YONA OF THE DAWN, VOL. 2",Mizuho Kusanagi,1
2,"FOOD WARS!, VOL. 14",Yuto Tsukuda and Shun Saeki,1
3,"TOKYO GHOUL, VOL. 1",Sui Ishida,66
4,"ASSASSINATION CLASSROOM, VOL. 12",Yusei Matsui,1
5,"BLACK CLOVER, VOL. 3",Yuki Tabata,1
1,THE GIRL ON THE TRAIN,Paula Hawkins,7
2,INFERNO,Dan Brown,20
3,CROSS JUSTICE,James Patterson,2
4,BLUE,Danielle Steel,3
5,ROGUE LAWYER,John Grisham,11
1,GHOSTS,Raina Telgemeier,4
2,DRAMA,Raina Telgemeier,165
3,SMILE,Raina Telgemeier,226
4,"THE WALKING DEAD, VOL. 26",Robert Kirkman and Charlie Adlard,3
5,"BLACK PANTHER: A NATION UNDER OUR FEET, BOOK 1",Ta-Nehisi Coates and Brian Stelfreeze,4
1,ALEXANDER HAMILTON,Ron Chernow,52
2,THE WITCHES,Stacy Schiff,3
3,SULLY,Chesley B Sullenberger III with Jeffrey Zaslow,8
4,YOU CAN'T TOUCH MY HAIR,Phoebe Robinson,1
5,THE BOYS IN THE BOAT,Daniel James Brown,124
1,THE BOOK WITH NO PICTURES,BJ Novak,105
2,PETE THE CAT: FIVE LITTLE PUMPKINS,James Dean,12
3,PETE THE CAT AND THE MISSING CUPCAKES,Kimberly Dean and James Dean,1
4,"ADA TWIST, SCIENTIST",Andrea Beaty,5
5,THE DAY THE CRAYONS QUIT,Drew Daywalt,172
1,BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,0
2,JUST MERCY,Bryan Stevenson,0
3,THE NEW JIM CROW,Michelle Alexander,0
4,HIDDEN FIGURES,Margot Lee Shetterly,0
5,MARCH: BOOK ONE,John Lewis and Andrew Aydin,0
1,LOVE WARRIOR,Glennon Doyle Melton,0
2,UNINVITED,Lysa TerKeurst,0
3,THE FIVE LOVE LANGUAGES,Gary Chapman,0
4,DARING GREATLY,Brené Brown,0
5,IT'S NOT OKAY,Andi Dorfman,0
1,UNINVITED,Lysa TerKeurst,0
2,PRESENT OVER PERFECT,Shauna Niequist,0
3,"CARRY ON, WARRIOR",Glennon Doyle Melton,0
4,THE BOOK OF MYSTERIES,Jonathan Cahn,0
5,UNHOLY ALLIANCE,Jay Sekulow,0
1,HARRY POTTER,JK Rowling,394
2,MISS PEREGRINE’S PECULIAR CHILDREN,Ransom Riggs,55
3,THE MAZE RUNNER,James Dashner,179
4,DIARY OF A WIMPY KID,Jeff Kinney,395
5,MIDDLE SCHOOL,James Patterson and others,19
1,THE GIRL ON THE TRAIN,Paula Hawkins,13
2,A MAN CALLED OVE,Fredrik Backman,41
3,MISSING,James Patterson and Kathryn Fox,1
